file_name,sinhala_transcript,sinhala_transcript_with_code_switch
Download (139).wav,"එන නිසා ඔයාලට ඔක්කොම ඇප්ස් ටික මේකෙන්ම යූස් කරගන්න පුළුවන්. ඔයාට බිල්ට්-ඉන් වයි-ෆයි, බ්ලූටූත් 5, ඒ වගේම මේකේ ඔයාට ඕඩියෝ ජැක් එකක් බලාගන්න පුළුවන්. ඒ වගේම එච්.ඩී.එම්.අයි.","එන නිසා ඔයාලට ඔක්කොම apps ටික මේකෙන්ම use කරගන්න පුළුවන්. ඔයාට built-in Wi-Fi, Bluetooth 5, ඒ වගේම මේකේ ඔයාට audio jack එකක් බලාගන්න පුළුවන්. ඒ වගේම HDMI"
Download (140).wav,එච්.ඩී.එම්.අයි. පෝර්ට් එකකුත් තියෙනවා.සෝ ඔයාට පුළුවන් ෆයර් ටී.වී. ස්ටික් එකක් එහෙම නැත්නම් ඔයාගේ ලැප්ටොප් එක මේකට කනෙක්ට් කරන්න. සෝ මේකේ වීඩියෝ කොලිටි එක කියන ගන්නේ ඔයාලා බලන් ඉන්නේ. මේකේ රෙසලූෂන් එක වෙන්නේ 1080පී,HDMI port එකකුත් තියෙනවා. So ඔයාට පුළුවන් Fire TV stick එකක් එහෙම නැත්නම් ඔයාගේ laptop එක මේකට connect කරන්න. So මේකේ video quality එක කියන ගන්නේ ඔයාලා බලන් ඉන්නේ. මේකේ resolution එක වෙන්නේ 1080p
Download (141).wav,1080පී නේටිව්. ඒ වගේම හයර් රෙසලූෂන් ප්ලේබැක් උත් සපෝට් කරනවා. මේ ප්‍රොජෙක්ටර් එකට 200 ඉන්චස් මැක්ස් සයිස් එක වෙනකම් එක්ස්පෑන්ඩ් වෙන්නත් පුළුවන්. ඒ වගේම 200,1080p native. ඒ වගේම higher resolution playback උත් support කරනවා. මේ projector එකට 200 inches max size එක වෙනකම් expand වෙන්නත් පුළුවන්. ඒ වගේම 200
Download (142).wav,"400 ඇන්සි පීක් බ්‍රයිට්නස් එකක් තියෙනවා. මමත් සෑහෙන බජට් ප්‍රොජෙක්ටර් ට්‍රයි කරලා තියෙනවා. හැබැයි මේකට මං සෑහෙන කැමතියි. මේ බලන්න පික්චර් කොලිටි එක ගොඩක් හොඳයි, ප්‍රයිස් එකත් එක්ක","400 A.n.s.i. peak brightness එකක් තියෙනවා. මමත් සෑහෙන budget projector ට්‍රයි කරලා තියෙනවා. හැබැයි මේකට මං සෑහෙන කැමතියි. මේ බලන්න picture quality එක ගොඩක් හොඳයි, price එකත් එක්ක "
Download (143).wav,"එක්ක කොම්පෙයාර් කරනකොට. ඩීටේල්ස් හොඳයි, කලර්ස් හොඳයි. ඒ වගේම ගොඩක් වැදගත් වන ෂාප්නස් උත් මේ ප්‍රොජෙක්ටර් එකේ හොඳට බලාගන්න පුළුවන්. සෝ ඕවර්ඕල් ප්‍රයිස් එකට වීඩියෝ කොලිටි එක හොඳයි.","එක්ක compare කරනකොට. Details හොඳයි, colors හොඳයි. ඒ වගේම ගොඩක් වැදගත් වන sharpness උත් මේ projector එකේ හොඳට බලාගන්න පුළුවන්. So overall price එකට video quality එක හොඳයි."
Download (144).wav,"එක හොඳයි. මේකත් එක්කම ඔයාට රිමෝට් එකක් හම්බවෙනවා, ඒකත් මාර රෙස්පොන්සිව්. හැබැයි මේක පර්ෆෙක්ට් නෙවෙයි. මේකේ ඔයාට බිල්ට්-ඉන් 3 වොට් ස්පීකර් එකක් එනවා. හැබැයි මං ඒක ජීවිතේට යූස් කරල","එක හොඳයි.මේකත් එක්කම ඔයාට remote එකක් හම්බවෙනවා, ඒකත් මාර responsive. හැබැයි මේක perfect නෙවෙයි. මේකේ ඔයාට built-in 3 W speaker එකක් එනවා. හැබැයි මං ඒක ජීවිතේට use කරල"
Download (145).wav,"යූස් කරලා නෑ. එක්ස්ටර්නල් ස්පීකර් එකක් කනෙක්ට් කරලා තමා මේක යූස් කරලා තියෙන්නේ. සෝ ස්පීකර් කියනකොට තමා මතක් වෙන්නේ, ඔයාට මේකේ කොම්බෝ ඔෆර් එකක් හැටියට මෙන්න මේ ප්‍රයිස් එකට.","use කරලා නෑ. External speaker එකක් connect කරලා තමා මේක use කරලා තියෙන්නේ. So speaker කියනකොට තමා මතක් වෙන්නේ, ඔයාට මේකේ combo offer එකක් හැටියට මෙන්න මේ price එකට."
Download (146).wav,සිංගර් සවුන්ඩ් ප්‍රෝ කියන සවුන්ඩ් බාර් එකත් මේකත් එක්ක මිලදී ගන්න පුළුවන්. මේ දෙකම කොම්බයින් කරලා ඔයා ගත්තා කියන්නේ mini සිනමා හෝල් එකක් ඔයාගේ ගෙදර ඇතුලේ. සෝ මගේ ෆයිනල් ඔපීනියන් එක මොකක්ද කියලා,Singer Sound Pro කියන sound bar එකත් මේකත් එක්ක මිලදී ගන්න පුළුවන්. මේ දෙකම combine කරලා ඔයා ගත්තා කියන්නේ mini cinema hall එකක් ඔයාගේ ගෙදර ඇතුලේ. So මගේ final opinion එක මොකක්ද කියලා
Download (147).wav,"මොකක්ද කියලා බැලුවොත් එහෙම, මේක ඇත්තටම හොඳ ඩීල් එකක්. අවශ්‍ය කෙනෙක් ඉන්නවා නම්, දැන්ම සිංගර් ලාගේ ඔෆිෂියල් සයිට් එකට නැත්නම් එයාලගේ ෂෝරුම්ස් වලට ගිහින් මිලදී ගන්න. ඔයා සයිට් එකෙන් ඕඩර් කරනවා නම්, ඔයා මෙන්න මේ","මොකක්ද කියලා බැලුවොත් එහෙම, මේක ඇත්තටම හොඳ deal එකක්. අවශ්‍ය කෙනෙක් ඉන්නවා නම්, දැන්ම singer ලාගේ official site එකට නැත්නම් එයාලගේ showrooms වලට ගිහින් මිලදී ගන්න. ඔයා site එකෙන් oder කරනවා නම්, ඔයා මෙන්න මේ"
Download (148).wav,"මෙන්න මේ කූපන් කෝඩ් එක යූස් කරොත් එහෙම, 45,000 වලට තිබ්බ බන්ඩල් පැකේජ් එක 40,000 වලට මිලදී ගන්න පුළුවන්. ඇන්ඩ් මේ වගේ තවත් යූස්ෆුල් වීඩියෝ එකකින් මම ඔයාලව ආයෙත් හමුවෙන්නම්. අන්ටිල් දෙන්.","මෙන්න මේ coupon code එක use කරොත් එහෙම, 45,000 වලට තිබ්බ bundle packadge එක 40,000 වලට මිලදී ගන්න පුළුවන්. and මේ වගේ තවත් useful video එකකින් මම ඔයාලව ආයෙත් හමුවෙන්නම්. until then."
Download (150).wav,"ඔයා දන්නවද? දැන් ඔයාගේ ෆෝන් එක ජස්ට් ටැප් කරලා පේමන්ට් කරන්න පුළුවන්. ඔයා කමර්ෂල් බැංක් වීසා කාඩ් හෝල්ඩර් කෙනෙක් නම්, ඔයාට දැන් Google Pay සපෝට් කරනවා. ඉතින් මේක තමා ලංකාවේ ඔෆිෂියල්","ඔයා දන්නවද? දැන් ඔයාගේ phone එක just tap කරලා payment කරන්න පුළුවන්. ඔයා commercial bank visa card holder කෙනෙක් නම්, ඔයාට දැන් Google Pay support කරනවා. ඉතින් මේක තමා ලංකාවේ official"
Download (151).wav,"ඔෆිෂියල් පලවෙනි ගූගල් පේ සපෝට් එක. මේ ෆීචර් එක ඔයා යූස් කරන්න ඕන නම්, ඔයාට මෙන්න මේ දේවල් තුනක් ඕනේ. එන්.එෆ්.සී. සපෝට් කරන ඇන්ඩ්‍රොයිඩ් ෆෝන් එකක් ඕනේ. ඔව්, මේක අයිෆෝන් වලට කරන්න බෑ. ප්ලේ ස්ටෝර් එකෙන් ගූගල්","official පලවෙනි Google Pay support එක. මේ feature එක ඔයා use කරන්න ඕන නම්, ඔයාට මෙන්න මේ දේවල් තුනක් ඕනේ. NFC support කරන android phone එකක් ඕනේ. ඔව්, මේක iphone වලට කරන්න බෑ. playstore එකෙන් Google"
Download (152).wav,"එකෙන් ගූගල් වොලට් ඇප් එක ඉන්ස්ටෝල් කරන්න ඕනේ. ඔයාට කමර්ෂල් බැංක් වීසා ක්‍රෙඩිට් කාඩ් නැත්නම් ඩෙබිට් කාඩ් එකක් ඕනේ. ඔයාට කරන්න තියෙන්නේ ඇප් එක ඕපන් කරලා, ඔයාගේ කාඩ් ඩීටේල්ස් එන්ටර් කරන්න. ඊට පස්සේ බැංකුව","එකෙන් Google wallet app එක install කරන්න ඕනේ. ඔයාට commercial bank visa credit card නැත්නම් debit card එකක් ඕනේ. ඔයාට කරන්න තියෙන්නේ app එක ඕපන් කරලා, ඔයාගේ card details enter කරන්න. ඊට පස්සේ බැංකුව"
Download (153).wav,"බැංකුව පැත්තෙන් ඕටීපී කෝඩ් එකක් එනවා. ඒක වෙරිෆයි කරපුවහම ඕල් ඩන්. මේක ඔයා ඇක්ටිවේට් කරගත්තට පස්සේ, ඔයා කිසිම වෙලාවක කාඩ් පේමන්ට් එකක් යූස් කරන්න ඕනේ නෑ. ඔයාගේ කාඩ් එක වෙනුවට ඔයාගේ ෆෝන් එකෙන්ම පේමන්ට්ස් කරගන්න","bank එක පැත්තෙන් OTP code එකක් එනවා. ඒක verify කරපුවහම all done. මේක ඔයා activate කරගත්තට පස්සේ, ඔයා කිසිම වෙලාවක card payment එකක් use කරන්න ඕනේ නෑ. ඔයාගේ card එක වෙනුවට ඔයාගේ phone එකෙන්ම payments කරගන්න"
Download (154).wav,"කරගන්න පුළුවන්. මේක නෝමල් කාඩ් පේමන්ට් එකට වැඩිය සෑහෙන්න සිකුවර්. ඔයා පේමන්ට් එකක් කරනකොට මර්චන්ට් ට, ඔයාගේ රියල් කාඩ් නම්බර් එක නෙවෙයි යන්නේ. ටෝකන් එකක් තමා යන්නේ. ඒ වගේම ඔයාට ගූගල් ලාගේ වෙයාර්","කරගන්න පුළුවන්. මේක normal card payment එකට වැඩිය සෑහෙන්න secure. ඔයා payment එකක් කරනකොට merchant ට, ඔයාගේ real card number එක නෙවෙයි යන්නේ. token එකක් තමා යන්නේ. ඒ වගේම ඔයාට Google ලාගේ wear"
Download (155).wav,"වෙයාර් ඕ.එස්. සපෝට් කරන වොච් එකක් තියෙනවා නම්, ලයික් ගැලැක්සි වොච් එහෙම නැත්නම් පික්සල් වොච් එකක්, ඔයාට ඒක හරහා පේමන්ට් කරන්නත් පුළුවන්. දැන් ඔයා ඇප් එකට ගිහින් කාඩ් ඩීටේල්ස් එන්ටර් කරපු ගමන්, ඒක ෆේල්ඩ් කියලා වැටෙයි","wear OS support කරන watch එකක් තියෙනවා නම්, like galaxy watch එහෙම නැත්නම් pixel watch එකක්, ඔයාට ඒක හරහා payments කරන්නත් පුළුවන්. දැන් ඔයා app එකට ගිහින් card details enter කරපු ගමන්, ඒක failed කියලා වැටෙයි"
Download (156).wav,හැබැයි කමර්ෂල් බැංක් කියපු හැටියට මේ මාසේ අන්තිම වෙනකොට හැම කාඩ් එකටම එලිජිබිලිටි එක හම්බවෙනවා. මේක වුණාට පස්සේ ඔයාට මේක ෆෝන් එකෙන් නැත්නම් වොච් එකෙන් පේමන්ට්ස් කරගන්න පුළුවන්.,හැබැයි commercial bank කියපු හැටියට මේ මාසේ අන්තිම වෙනකොට හැම card එකටම eligibility එක හම්බවෙනවා. මේක වුණාට පස්සේ ඔයාට මේක phone එකෙන් නැත්නම් watch එකෙන් payments කරගන්න පුළුවන්.
Download (158).wav,ඔයාලා සෝෂල් මීඩියා එකේ දැකලා ඇති ගොඩක් ඒ.අයි. ඇඩ්ස් ඇන්ඩ් ඒ.අයි. වීඩියෝස්. මම ඔයාට අද සිම්පල් ස්ටෙප්ස් වලින් මොබයිල් ෆෝන් එක යූස් කරලම අන්න ඒ වගේ වීඩියෝස් කොහොමද හදාගන්නේ කියලා කියලා දෙන්නම්.මුලින්ම ඔයාට කරන්න,ඔයාලා social media එකේ දැකලා ඇති ගොඩක් AI ads and AI videos. මම ඔයාට අද simple steps වලින් mobile phone එක use කරලම අන්න ඒ වගේ videos කොහොමද හදාගන්නේ කියලා කියලා දෙන්නම්.මුලින්ම ඔයාට කරන්න 
Download (159).wav,ඔයාට කරන්න තියෙන්නේ ප්ලේ ස්ටෝර් එකට නැත්නම් ඇප් ස්ටෝර් එකට යන්න. ඊට පස්සේ පෝලෝ ඒ.අයි. කියලා ටයිප් කරලා මෙන්න මේ ඇප් එක ඩවුන්ලෝඩ් කරලා ඉන්ස්ටෝල් කරගන්න. ඔයාලා දන්නවා ඇති ඒ.අයි. වීඩියෝස් හදනකොට එක එක,මුලින්ම ඔයාට කරන්න තියෙන්නේ Play Store එකට නැත්නම් App Store එකට යන්න. ඊට පස්සේ Polo AI කියලා type කරලා මෙන්න මේ app එක download කරලා install කරගන්න. ඔයාලා දන්නවා ඇති AI videos හදනකොට එක එක
Download (160).wav,"එක එක ඒ.අයි. මොඩල්ස් තියෙනවා. විඕ3, ක්ලින්ග් ඒ.අයි., පිකා ලැබ්ස් වගේ දේවල්. මේවා ඔක්කොම අපි වෙන වෙනම සබ්ස්ක්‍රිප්ෂන් අරන් කරොත් එහෙම අපිට සෑහෙන ගාණක් යනවා. හැබැයි ඔයාට පුළුවන් මේ","එක එක AI models තියෙනවා. Vio3, Cling AI, Pika Labs වගේ දේවල්. මේවා ඔක්කොම අපි වෙන වෙනම subscription අරන් කරොත් එහෙම අපිට සෑහෙන ගාණක් යනවා. හැබැයි ඔයාට පුළුවන් මේ"
Download (161).wav,"මේ ඔක්කොම ඒ.අයි. මොඩල්ස් වලට මෙන්න මේ සිංගල් ඇප් එකෙන්ම ඇක්සස් එක අරගන්න.දැන් මම ස්ටෙප් බයි ස්ටෙප් කොහොමද ප්‍රොම්ප්ට් කරන්නේ, කොහොමද හරියට වීඩියෝ එකක් ජෙනරේට් කරගන්නේ කියලා කියලා දෙන්නම්.ප්‍රොම්ප්ට් කරන එකත් ගොඩක්","මේ ඔක්කොම AI models වලට මෙන්න මේ single app එකෙන්ම access එක අරගන්න.දැන් මම step by step කොහොමද prompt කරන්නේ, කොහොමද හරියට video එකක් generate කරගන්නේ කියලා කියලා දෙන්නම්.Prompt කරන එකත් ගොඩක්"
Download (162).wav,"ගොඩක් සිම්පල්, ඔයාට කරන්න තියෙන්නේ චැට්ජීපීටී නැත්නම් ඕනෑම ලාර්ජ් ලැන්වේජ් මොඩල් එකකට යන්න. ගිහින් ඔයාට අවශ්‍ය කරන දේ කියන්න තියෙන්නේ. මම මෙතන කරන්න යන්නේ කොහොමද ඇවෙන්ජර්ස්ලා ලංකාවට ආවොත් ඒක කොහොමද,","ගොඩක් simple, ඔයාට කරන්න තියෙන්නේ ChatGPT නැත්නම් ඕනෑම large language model එකකට යන්න. ගිහින් ඔයාට අවශ්‍ය කරන දේ කියන්න තියෙන්නේ. මම මෙතන කරන්න යන්නේ කොහොමද Avengers ලා ලංකාවට ආවොත් ඒක කොහොමද,"
Download (163).wav,ඒක කොහොමද කියලා තමයි වීඩියෝ එකක් කරන්න යන්නේ.සෝ මම මෙන්න මේ වගේ මට දන්න ඉංග්‍රීසි වලින් මම කියනවා මට මෙන්න මේ වගේ වීඩියෝ එකක් ඕනේ කියලා. ඉමේජ් ප්‍රොම්ප්ට් එක දෙන්න කියලා තමයි මම මුලින් අහන්නේ. බිකෝස් වීඩියෝ ප්‍රොම්ප්ට් නෙවෙයි. ඔයාලා ඒ.අයි. වීඩියෝස්,ඒක කොහොමද කියලා තමයි video එකක් කරන්න යන්නේ. So මම මෙන්න මේ වගේ මට දන්න ඉංග්‍රීසි වලින් මම කියනවා මට මෙන්න මේ වගේ video එකක් ඕනේ කියලා. Image prompt එක දෙන්න කියලා තමයි මම මුලින් අහන්නේ. Because video prompt නෙවෙයි. ඔයාලා AI videos කරනකොට
Download (164).wav,ඒ.අයි. වීඩියෝස් කරනකොට මුලින්ම මගේ ටිප් එක තමා මුලින්ම ඔයා ඔයා අවශ්‍ය කරන ඉමේජ් එක හදාගන්න. ඒ ඉමේජ් එක ඔයාට සෙට් වෙනවා නම් විතරක් ඒක කෙලින්ම වීඩියෝ එකට කන්වර්ට් කරන්න. ඔයා ඩිරෙක්ට්ලි වීඩියෝ එකක් කන්ව,AI videos කරනකොට මුලින්ම මගේ tip එක තමා මුලින්ම ඔයා ඔයා අවශ්‍ය කරන image එක හදාගන්න. ඒ image එක ඔයාට set වෙනවා නම් විතරක් ඒක කෙලින්ම video එකට convert කරන්න. ඔයා directly video එකක් convert
Download (165).wav,වීඩියෝ එකක් කන්වර්ට් කරන්න ගියොත් එහෙම ඒකට සෑහෙන වෙලා යනවා. ඒ වගේම ඔයාගේ ක්‍රෙඩිට්ස් වලින් සෑහෙන මුදලක් යනවා. සෝ මුලින්ම ඉමේජස් ජෙනරේට් කරගෙන ඉන්න.ඊට පස්සේ ඔයාට කරන්න තියෙන්නේ ඒ ප්‍රොම්ප්ට් එක කොපි කරගෙන ගිහින්,video එකක් convert කරන්න ගියොත් එහෙම ඒකට සෑහෙන වෙලා යනවා. ඒ වගේම ඔයාගේ credits වලින් සෑහෙන මුදලක් යනවා. සෝ මුලින්ම images generate කරගෙන ඉන්න.ඊට පස්සේ ඔයාට කරන්න තියෙන්නේ ඒ prompt එක copy කරගෙන ගිහින්
Download (166).wav,"ගිහින් පෝලෝ ඒ.අයි. කියන එකට යන්න. එතන ලස්සන ටෙම්ප්ලේට්ස් තියෙනවා, ඔයාට පුළුවන් මේවා ටිකක් යූස් කරලා ෆන් එකක් ගන්න. හැබැයි මම ඒක ප්‍රොෆෙෂනල් එක කරන විදියට කියලා දෙන්නම්. ඔයාට කරන්න තියෙන්නේ මේ ඒ.අයි. ඉමේජස් කියන එකට යන්න.","ගිහින් Polo AI කියන එකට යන්න. එතන ලස්සන templates තියෙනවා, ඔයාට පුළුවන් මේවා ටිකක් use කරලා fun එකක් ගන්න. හැබැයි මම ඒක professional එක කරන විදියට කියලා දෙන්නම්. ඔයාට කරන්න තියෙන්නේ මේ AI images කියන එකට යන්න."
Download (167).wav,"මෙතන ඔයාට අවශ්‍ය කරන මොඩල් එක සිලෙක්ට් කරන්න, සාමාන්‍යයෙන් රියලිස්ටික් ඉමේජස් ජෙනරේට් වෙන්නේ ෆ්ලක්ස් මොඩල් එකෙන්, ඒ නිසා මම ඒක සිලෙක්ට් කරනවා. ඊට පස්සේ අවුට්පුට් නම්බර් ඉමේජ් එක","මෙතන ඔයාට අවශ්‍ය කරන model එක select කරන්න, සාමාන්‍යයෙන් realistic images generate වෙන්නේ Flux model එකෙන්, ඒ නිසා මම ඒක select කරනවා. ඊට පස්සේ output number image එක"
Download (168).wav,"ඉමේජ් එක 4 කියලා සිලෙක්ට් කරගන්න, ක්‍රියේට් ක්ලික් කරනවා. මෙන්න බලන්න ටික වෙලාවකට පස්සේ මට මෙන්න මේ වගේ ලස්සන ෆොටෝස් හතරක් එයා ජෙනරේට් කරලා තියෙනවා. ඇන්ඩ් මේ ෆොටෝස් වලින් ඔයා කැමති","image එක 4 කියලා select කරගන්න, create click කරනවා. මෙන්න බලන්න ටික වෙලාවකට පස්සේ මට මෙන්න මේ වගේ ලස්සන photos හතරක් එයා generate කරලා තියෙනවා. ඇන්ඩ් මේ photos වලින් ඔයා කැමති "
Download (169).wav,"කැමති එකක් තියෙනවා නම් ඔයාට පුළුවන් ඉස්සරහට ප්‍රොසීඩ් වෙන්න, එහෙම නැත්නම් ආයේ සැරයක් රීජෙනරේට් කරලා බලන්න. දැන් ඔයා ෆොටෝ එක ජෙනරේට් කරගත්තා, දැන් ඔයාට කරන්න තියෙන්නේ මේක වීඩියෝ එකකට හරවන්න.","කැමති එකක් තියෙනවා නම් ඔයාට පුළුවන් ඉස්සරහට proceed වෙන්න, එහෙම නැත්නම් ආයේ සැරයක් regenerate කරලා බලන්න. දැන් ඔයා photo එක generate කරගත්තා, දැන් ඔයාට කරන්න තියෙන්නේ මේක video එකකට හරවන්න."
Download (170).wav,"මේකටත් ඔයාට කරන්න තියෙන්නේ චැට්ජීපීටී එකට යන්න, ප්ලස් අයිකන් එක ක්ලික් කරලා ඔයා දැන් සේව් කරපු ෆොටෝ එක මෙන්න මේකට දෙන්න. දීලා ඔයා ප්‍රොම්ප්ට් එකක් දෙන්න ""අයි වෝන්ට් ටු මේක් අ වීඩියෝ ෆ්‍රොම් දිස්","මේකටත් ඔයාට කරන්න තියෙන්නේ ChatGPT එකට යන්න, plus icon එක click කරලා ඔයා දැන් save කරපු photo එක මෙන්න මේකට දෙන්න. දීලා ඔයා prompt එකක් දෙන්න I want to make a video from this"
Download (171).wav,"ෆ්‍රොම් දිස්, කැන් යූ ගිව් මී ද ප්‍රොම්ප්ට් නීඩඩ්"" කියලා. ඊට පස්සේ එයා ප්‍රොම්ප්ට් එකක් දෙනවා, ඒක කොපි කරගෙන ඇවිත් ආයේ පෝලෝ ඒ.අයි. එකට යන්න. ඊට පස්සේ පෝලෝ ඒ.අයි","from this, can you give me the prompt needed කියලා. ඊට පස්සේ එයා prompt එකක් දෙනවා, ඒක copy කරගෙන ඇවිත් ආයේ Polo AI එකට යන්න. ඊට පස්සේ Polo AI"
Download (172).wav,"පෝලෝ ඒ.අයි. එකට ඇවිල්ලා මෙන්න මේ ඒ.අයි. වීඩියෝස් කියලා තියෙනවා, අන්න ඒක සිලෙක්ට් කරන්න. දැන් මෙතන ඔයාට ටෙක්ස්ට් ටු වීඩියෝ කරන්න පුළුවන් එහෙම නැත්නම් ඉමේජ් ටු වීඩියෝ කරන්න පුළුවන්.","Polo AI එකට ඇවිල්ලා මෙන්න මේ AI videos කියලා තියෙනවා, අන්න ඒක select කරන්න. දැන් මෙතන ඔයාට text to video කරන්න පුළුවන් එහෙම නැත්නම් image to video කරන්න පුළුවන්."
Download (173).wav,මම මෙතන ඉමේජ් ටු වීඩියෝ ක්ලික් කරලා ගූගල් ලාගේ අලුත් විඕ3 මොඩල් එක සිලෙක්ට් කරනවා. මේකේ ඔයාට ඕඩියෝ ත් ජෙනරේට් කරගන්න පුළුවන්. දැන් මම කරන්න තියෙන්නේ,මම මෙතන image to video click කරලා Google ලාගේ අලුත් Vio3 model එක select කරනවා. මේකේ ඔයාට audio ත් generate කරගන්න පුළුවන්. දැන් මම කරන්න තියෙන්නේ
Download (174).wav,"කරන්න තියෙන්නේ මම අර හදාගත්තු ඉමේජ් එක මේකට අප්ලෝඩ් කරනවා, අප්ලෝඩ් කරලා ඒ ප්‍රොම්ප්ට් එක පේස්ට් කරනවා. ඊට පස්සේ මේ ජෙනරේට් ඕඩියෝ කියන තැන ටික් එකක් දාගන්න ඕනේ, එතකොට තමයි","කරන්න තියෙන්නේ මම අර හදාගත්තු image එක මේකට upload කරනවා, upload කරලා ඒ prompt එක paste කරනවා. ඊට පස්සේ මේ generate audio කියන තැන tick එකක් දාගන්න ඕනේ, එතකොට තමයි"
Download (175).wav,එතකොට තමයි ඕඩියෝ එක්ක ජෙනරේට් වෙන්නේ. ඊට පස්සේ මෙන්න මේ ජෙනරේට් බටන් එක ක්ලික් කරන්න. සෝ ටික වෙලාවකට පස්සේ ඔයාට මෙන්න මේ වගේ ඒ.අයි. ජෙනරේටඩ් වීඩියෝ එකක් හදාගන්න පුළුවන්,එතකොට තමයි audio එක්ක generate වෙන්නේ. ඊට පස්සේ මෙන්න මේ generate button එක click කරන්න. සෝ ටික වෙලාවකට පස්සේ ඔයාට මෙන්න මේ වගේ AI generated video එකක් හදාගන්න පුළුවන්.
Download (176).wav,"සෝ මේක ගොඩක් ලේසියි, ඔයාට මේක ෆෝන් එකෙන්ම කරගන්න පුළුවන්. දැන්ම පෝලෝ ඒ.අයි. කියන ඇප් එක ඩවුන්ලෝඩ් කරලා ට්‍රයි කරන්න","So මේක ගොඩක් ලේසියි, ඔයාට මේක phone එකෙන්ම කරගන්න පුළුවන්. දැන්ම Polo AI කියන app එක download කරලා try කරන්න "
Download (177).wav,"ට්‍රයි කරලා බලන්න. ඇන්ඩ් මේ වගේ තවත් යූස්ෆුල් වීඩියෝ එකකින් මම ඔයාලව ආයෙත් හමුවෙන්නම්. අන්ටිල් දෙන්, පීස්","Try කරලා බලන්න. and මේ වගේ තවත් useful video එකකින් මම ඔයාලව ආයෙත් හමුවෙන්නම්. Until then, peace"
Download (178).wav,ඔයාගාව පී.සී. එකක් තියෙනවා නම් මාසෙකට සැරයක්වත් මේක කරන්න ඕනේ. ඔයාට කරන්න තියෙන්නේ වින්ඩෝස් බටන් එක ක්ලික් කරලා සී.එම්.ඩී. කියලා ටයිප් කරලා රන් ඈස් ඇඩ්මිනිස්ට්‍රේටර් ක්ලික් කරන්න,ඔයාගාව PC එකක් තියෙනවා නම් මාසෙකට සැරයක්වත් මේක කරන්න ඕනේ. ඔයාට කරන්න තියෙන්නේ Windows button එක click කරලා CMD කියලා type කරලා Run as administrator click කරන්න.
Download (179).wav,කරන්න. ඊට පස්සේ වින්ගෙට් ස්පේස් අප්ග්‍රේඩ් කියලා ටයිප් කරලා එන්ටර් බටන් එක ක්ලික් කරන්න. මේකෙන් ඔයාගේ පී.සී. එකේ තියෙන අවුට්ඩේටඩ් ඇප්ස් ඔක්කොම අරන් දෙනවා. දැන් ඔයාට කරන්න තියෙන්නේ වින්ගෙට්,කරන්න. ඊට පස්සේ winget space upgrade කියලා type කරලා Enter button එක click කරන්න. මේකෙන් ඔයාගේ PC එකේ තියෙන outdated apps ඔක්කොම අරන් දෙනවා. දැන් ඔයාට කරන්න තියෙන්නේ winget
Download (180).wav,වින්ගෙට් ස්පේස් අප්ග්‍රේඩ් ඩෑෂ් ඩෑෂ් ඕල් කියලා ටයිප් කරලා එන්ටර් බටන් එක ක්ලික් කරන්න. මේකෙන් ඔයාගේ පී.සී. එකේ තියෙන අවුට්ඩේටඩ් ඇප්ස් ඔක්කොම අප්ඩේට් වෙනවා,winget space upgrade dash dash all කියලා type කරලා Enter button එක click කරන්න. මේකෙන් ඔයාගේ PC එකේ තියෙන outdated apps ඔක්කොම update වෙනවා
Download (181).wav,ට්‍රයි කරලා බලන්න,Try කරලා බලන්න
Download (183).wav,මේ තින් ඇන්ඩ් ලයිට් ගේමින් ලැප්ටොප් එකේ ඔයාට ක්‍රේසි ෆීචර්ස් ටිකක් බලාගන්න පුළුවන්. ගොඩක් ලැප්ටොප් 250 නිට්ස් ෆුල් එච්.ඩී. ඩිස්ප්ලේ 60හර්ට්ස් එක්ක දෙනකොට මේ ලැප්ටොප් එකේ ඔයාට ෆුල් එච්.ඩී. අයි.පී.එස්.,මේ thin and light gaming laptop එකේ ඔයාට crazy features ටිකක් බලාගන්න පුළුවන්. ගොඩක් laptop 250 nits full HD display 60Hz එක්ක දෙනකොට මේ laptop එකේ ඔයාට full HD IPS
Download (184).wav,අයි.පී.එස්. විත් 144හර්ට්ස් රිෆ්‍රෙෂ් රේට් ඩිස්ප්ලේ එකක් බලාගන්න පුළුවන්. නෝමල් ලැප්ටොප් එකක් කොම්පෙයාර් කරනකොට ඩිස්ප්ලේ එකේ ඩිෆරන්ස් එක ඔයාම බලාගන්නකෝ. මේකේ ඔයාට ස්ටීරියෝ ස්පීකර් සෙටප් එකක් බලාගන්න,IPS with 144Hz refresh rate display එකක් බලාගන්න පුළුවන්. Normal laptop එකක් compare කරනකොට display එකේ difference එක ඔයාම බලාගන්නකෝ. මේකේ ඔයාට stereo speaker setup එකක් බලාගන්න
